,0,1,2
3516,0.003642840160103474,-0.00011831210902752945,-0.001377242719204187
3517,0.003574355876233751,-0.0002963397361865941,-0.0013436073232146466
3518,0.0034992064749034386,-0.0003986500010555263,-0.001311606640011479
3519,0.003426683645035729,-0.0004710408455167599,-0.0012835861938756332
3520,0.00337496875623515,-0.0006560485189186146,-0.0012562332122739903
3521,0.0033529048618361774,-0.0010338924665257694,-0.001226197696312173
3522,0.0033466461463041363,-0.0015084896121207913,-0.0011950717083870554
3523,0.0033191740460886726,-0.0018273894356358204,-0.001165216774056923
3524,0.0032951979938973305,-0.002164710401840057,-0.0011338541772358238
3525,0.0032751310493265426,-0.0025270775814904027,-0.0011034455802685292
3526,0.0032330733881215062,-0.002729548078054959,-0.001079095435870972
3527,0.00319157297340061,-0.0029210877573697873,-0.001058276432181723
3528,0.003146590193547006,-0.003079972465845592,-0.0010388147608100232
3529,0.003103804591374763,-0.003235927566622331,-0.0010206620078970093
3530,0.0,0.0,0.0
3531,0.0,0.0,0.0
3532,0.0,0.0,0.0
3533,0.0,0.0,0.0
3534,0.0,0.0,0.0
3535,0.0,0.0,0.0
3536,0.0,0.0,0.0
3537,0.0,0.0,0.0
3538,0.0,0.0,0.0
3539,0.0,0.0,0.0
3540,0.0,0.0,0.0
3541,0.0,0.0,0.0
3542,0.0,0.0,0.0
3543,0.0,0.0,0.0
3544,0.0,0.0,0.0
3545,0.0,0.0,0.0
3546,0.0,0.0,0.0
3547,0.0,0.0,0.0
3548,0.0,0.0,0.0
3549,0.0,0.0,0.0
3550,0.0,0.0,0.0
3551,0.0,0.0,0.0
3552,0.0,0.0,0.0
3553,0.0,0.0,0.0
3554,0.0,0.0,0.0
3555,0.0,0.0,0.0
3556,0.0,0.0,0.0
3557,0.0,0.0,0.0
3558,0.0,0.0,0.0
3559,0.0,0.0,0.0
3560,0.0,0.0,0.0
3561,0.0,0.0,0.0
3562,0.0,0.0,0.0
3563,0.0,0.0,0.0
3564,0.0,0.0,0.0
3565,0.0,0.0,0.0
3566,0.0,0.0,0.0
3567,0.0,0.0,0.0
3568,0.0,0.0,0.0
3569,0.0,0.0,0.0
3570,0.0,0.0,0.0
3571,0.0,0.0,0.0
3572,0.0,0.0,0.0
3573,0.0,0.0,0.0
3574,0.0,0.0,0.0
3575,0.0,0.0,0.0
3576,0.0,0.0,0.0
3577,0.0,0.0,0.0
3578,0.0,0.0,0.0
3579,0.0,0.0,0.0
3580,0.0,0.0,0.0
3581,0.0,0.0,0.0
3582,0.0,0.0,0.0
3583,0.0,0.0,0.0
3584,0.0,0.0,0.0
3585,0.0,0.0,0.0
3586,0.0,0.0,0.0
3587,0.0,0.0,0.0
3588,0.0,0.0,0.0
3589,0.0,0.0,0.0
3590,0.0,0.0,0.0
3591,0.0,0.0,0.0
3592,0.0,0.0,0.0
3593,0.0,0.0,0.0
3594,0.0,0.0,0.0
3595,0.0,0.0,0.0
3596,0.0,0.0,0.0
3597,0.0,0.0,0.0
3598,0.0,0.0,0.0
3599,0.0,0.0,0.0
3600,0.0,0.0,0.0
3601,0.0,0.0,0.0
3602,0.0,0.0,0.0
3603,0.0,0.0,0.0
3604,0.0,0.0,0.0
3605,0.0,0.0,0.0
3606,0.0,0.0,0.0
3607,0.0,0.0,0.0
3608,0.0,0.0,0.0
3609,0.0,0.0,0.0
3610,0.0,0.0,0.0
3611,0.0,0.0,0.0
3612,0.0,0.0,0.0
3613,0.0,0.0,0.0
3614,0.0,0.0,0.0
3615,0.22724305251976054,0.5412007158622582,-0.1910603875467096
3616,0.0,0.0,0.0
3617,0.0,0.0,0.0
3618,0.0,0.0,0.0
3619,0.0,0.0,0.0
3620,0.0,0.0,0.0
3621,0.0,0.0,0.0
3622,0.0,0.0,0.0
3623,0.0,0.0,0.0
3624,0.0,0.0,0.0
3625,0.0,0.0,0.0
3626,0.0,0.0,0.0
3627,0.0,0.0,0.0
3628,0.0,0.0,0.0
3629,0.0,0.0,0.0
3630,0.0,0.0,0.0
3631,0.0,0.0,0.0
3632,0.0,0.0,0.0
3633,0.0,0.0,0.0
3634,0.0,0.0,0.0
3635,0.0,0.0,0.0
3636,0.1565210169005292,-0.08080827498662595,-0.05900292762168983
3637,0.08293227180833486,-0.04450314976669582,-0.029773600964824155
3638,0.053101260966068646,-0.03340475571382046,-0.017747455184143772
3639,0.03723401727172692,-0.024080165738092206,-0.01165007518357025
3640,0.027349544803519324,-0.01554684127411939,-0.008042505757607598
3641,0.02143119674730837,-0.012248944181125189,-0.005779896572489592
3642,0.017491238045302317,-0.009909570996053064,-0.00432673797135767
3643,0.014524881718777664,-0.0075028534394997164,-0.0032829994662116565
3644,0.012485667577203768,-0.006805216858902584,-0.0025082705798227466
3645,0.011005045401418525,-0.006361067883687679,-0.0019695096367088414
3646,0.0098271259217595,-0.005705009423754012,-0.001577280012816662
3647,0.008905873922764769,-0.005164763136578195,-0.0012885772159197974
3648,0.008170505599438885,-0.004609592292471395,-0.001083089915849619
3649,0.007560437023794393,-0.004078238789475837,-0.0009228887124615485
3650,0.00704306962521661,-0.003576026744486953,-0.0007951349045506952
3651,0.006622788471711329,-0.003228741772567295,-0.0006977109435777299
3652,0.006300512447952815,-0.0031266216360291326,-0.0006270863782979979
3653,0.006037685512012293,-0.0031047479070061747,-0.0005776171059982078
3654,0.005803954718778301,-0.0030383478332425156,-0.0005449509020346817
3655,0.00562136119386054,-0.003089361003702801,-0.0005256751211816325
3656,0.005444295213892681,-0.003023931857963135,-0.000514230360994261
3657,0.0052862930060153645,-0.0030098464242449305,-0.0005044953710552054
3658,0.005109062244789513,-0.0028043896311066865,-0.0005006527500026513
3659,0.0049221097242151506,-0.0024876329136061565,-0.0004989509294967321
3660,0.004721922117585786,-0.0020331080606736667,-0.0004987690682383983
3661,0.004531126672961578,-0.0016249966585847105,-0.0004963652970120247
3662,0.004341803877886779,-0.0011909131825849227,-0.0004952929340006202
3663,0.004133295826245459,-0.0005581246700453687,-0.0005024975769764007
3664,0.003914185746605475,0.00018662937349641045,-0.0005119713814065584
3665,0.003683838123876677,0.0010407431729507531,-0.0005191402340603214
3666,0.0034619865682705415,0.0018501499729099559,-0.000523254597807021
3667,0.0032743911686281273,0.0024215060500650306,-0.0005206686240736955
3668,0.0031134226554378236,0.0028128596612677663,-0.0005133952401969572
3669,0.002942496904423423,0.0033027347980841308,-0.0005080731626255201
3670,0.0028062088987164733,0.0036078448630021474,-0.0005036637790940548
3671,0.002716414173529419,0.0036545480406418493,-0.0005008546010540483
3672,0.0026458036315224294,0.0036360782966670885,-0.0005022986197984005
3673,0.0026057364315484307,0.003452216409050568,-0.0005049621369959262
3674,0.002600976949051502,0.003052650831020568,-0.0005074486501174102
3675,0.002630476285897361,0.0024328973421766983,-0.0005054435750302138
3676,0.002654048115625665,0.0018907507094052466,-0.0005036688348941451
3677,0.0026743431426888473,0.0014079170300936824,-0.0005058157006174405
3678,0.0026877316577851537,0.0009811219540441173,-0.0005081736421886434
3679,0.0026566099154295302,0.0008530845302947254,-0.0005124312084762582
3680,0.0025915437115277885,0.0009356378004420432,-0.0005171454519286761
3681,0.0025290577487368953,0.0009756968756292097,-0.0005160222416198159
3682,0.002475495139167131,0.0009461763027993633,-0.0005101152954717431
3683,0.002446105084763179,0.00075130996181738,-0.000501842208386303
3684,0.0024239724951637775,0.0005402304645784044,-0.0004972695333209896
3685,0.0,0.0,0.0
3686,0.0,0.0,0.0
3687,0.0,0.0,0.0
3688,0.0,0.0,0.0
3689,0.0,0.0,0.0
3690,0.0,0.0,0.0
3691,0.0,0.0,0.0
3692,0.0,0.0,0.0
3693,0.0,0.0,0.0
3694,0.0,0.0,0.0
3695,0.0,0.0,0.0
3696,0.0,0.0,0.0
3697,0.0,0.0,0.0
3698,0.0,0.0,0.0
3699,0.0,0.0,0.0
3700,0.0,0.0,0.0
3701,0.0,0.0,0.0
3702,0.0,0.0,0.0
3703,0.0,0.0,0.0
3704,0.0,0.0,0.0
3705,0.0,0.0,0.0
3706,0.0,0.0,0.0
3707,0.0,0.0,0.0
3708,0.0,0.0,0.0
3709,0.0,0.0,0.0
3710,0.0,0.0,0.0
3711,0.0,0.0,0.0
3712,0.0,0.0,0.0
3713,0.0,0.0,0.0
3714,0.0,0.0,0.0
3715,0.0,0.0,0.0
3716,0.0,0.0,0.0
3717,0.0,0.0,0.0
3718,0.0,0.0,0.0
3719,0.0,0.0,0.0
3720,0.0,0.0,0.0
3721,0.0,0.0,0.0
3722,0.0,0.0,0.0
3723,0.0,0.0,0.0
3724,0.0,0.0,0.0
3725,0.0,0.0,0.0
3726,0.0,0.0,0.0
3727,0.0,0.0,0.0
3728,0.0,0.0,0.0
3729,0.0,0.0,0.0
3730,0.0,0.0,0.0
3731,0.0,0.0,0.0
3732,0.0,0.0,0.0
3733,0.0,0.0,0.0
3734,0.0,0.0,0.0
3735,0.0,0.0,0.0
3736,0.0,0.0,0.0
3737,0.0,0.0,0.0
3738,0.0,0.0,0.0
3739,0.0,0.0,0.0
3740,0.0,0.0,0.0
3741,0.0,0.0,0.0
3742,0.0,0.0,0.0
3743,0.0,0.0,0.0
3744,0.0,0.0,0.0
3745,0.0,0.0,0.0
3746,0.0,0.0,0.0
3747,0.0,0.0,0.0
3748,0.0,0.0,0.0
3749,0.0,0.0,0.0
3750,0.0,0.0,0.0
3751,0.0,0.0,0.0
3752,0.0,0.0,0.0
3753,0.0,0.0,0.0
3754,0.0,0.0,0.0
3755,0.0,0.0,0.0
3756,0.0,0.0,0.0
3757,0.0,0.0,0.0
3758,0.0,0.0,0.0
3759,0.0,0.0,0.0
3760,0.0,0.0,0.0
3761,0.0,0.0,0.0
3762,0.0,0.0,0.0
3763,0.0,0.0,0.0
3764,0.0,0.0,0.0
3765,0.20524953022638895,0.3848937761274308,-0.17036220433944327
3766,0.0,0.0,0.0
3767,0.0,0.0,0.0
3768,0.0,0.0,0.0
3769,0.0,0.0,0.0
3770,0.0,0.0,0.0
3771,0.0,0.0,0.0
3772,0.0,0.0,0.0
3773,0.0,0.0,0.0
3774,0.0,0.0,0.0
3775,0.0,0.0,0.0
3776,0.0,0.0,0.0
3777,0.0,0.0,0.0
3778,0.0,0.0,0.0
3779,0.0,0.0,0.0
3780,0.0,0.0,0.0
3781,0.0,0.0,0.0
3782,0.0,0.0,0.0
3783,0.0,0.0,0.0
3784,0.0,0.0,0.0
3785,0.0,0.0,0.0
3786,0.14432475605457848,-0.00462103564951649,-0.06104275543075286
3787,0.07955788509137224,-0.010314905450501443,-0.0313960608118712
3788,0.05189427506310451,-0.012841789641143868,-0.018939866627260493
3789,0.03662488073617081,-0.009245318095797742,-0.012485877447214442
3790,0.027271432942535513,-0.006031143744329548,-0.008584908233466828
3791,0.02163493669052503,-0.0060933230098545,-0.006098636314070489
3792,0.0178791327259372,-0.0062747180647967325,-0.0044517544984829195
3793,0.015035082000398834,-0.0055665674787609655,-0.0032824638023526247
3794,0.01298264982560341,-0.0055407126171060275,-0.002408583911414559
3795,0.011511052516879151,-0.005945793018026467,-0.001760859234005308
3796,0.010342456601882957,-0.00592895041904676,-0.0012933866269173567
3797,0.009389408120960278,-0.00565698001627548,-0.0009560141677671754
3798,0.008624744132398474,-0.005390435365051535,-0.000706339620646737
3799,0.007999982652137127,-0.005087424338949166,-0.000513082586509021
3800,0.007456967747610243,-0.004677486029313383,-0.0003623090533433897
3801,0.006980119228401997,-0.004231590228238725,-0.0002415115362847471
3802,0.006591355371106211,-0.004018609385039727,-0.0001342897542593504
3803,0.00628504384427229,-0.00410930737651183,-3.43428801273353e-05
3804,0.006037764577637669,-0.004291518708035762,4.285253906205402e-05
3805,0.005851814221870498,-0.004564817718691029,8.706116628045732e-05
3806,0.005687421981835263,-0.004717020107075678,0.00010062889128203923
3807,0.005516964758294874,-0.004653237943281373,9.304956938083761e-05
3808,0.0053256718147504205,-0.004305771078320165,6.477000317117103e-05
3809,0.00511096551063814,-0.00365003476925735,1.0500678243676809e-05
3810,0.004880186627682305,-0.0027914956251621323,-5.7660194383878744e-05
3811,0.00462325181180144,-0.0017345367696458493,-0.00013223279843769576
3812,0.004306345275302864,-0.00021338551013541944,-0.00022536586629619032
3813,0.003967339399549821,0.0015330317128271678,-0.0003322550002409808
3814,0.003640149830042908,0.0032155417698616602,-0.0004378977706730819
3815,0.003359535991060664,0.004575687640173768,-0.0005308026596300445
3816,0.003102119278957393,0.005783875117519484,-0.0006127693672709261
3817,0.002837745039037707,0.007108036361441925,-0.0007062538336884627
3818,0.002556143668759292,0.008620389916357624,-0.0008108148432154108
3819,0.0023069556938002745,0.009928908513184136,-0.0009006231928249492
3820,0.002051781477331882,0.011284312181049866,-0.000982691450041684
3821,0.0018600931299302965,0.012137451428938694,-0.0010345054379604576
3822,0.0018428360537097014,0.011710508637058916,-0.001026121817399161
3823,0.0017991799902640055,0.011532060802561118,-0.0010139195799987728
3824,0.0017537299558998143,0.011455826396377192,-0.0010169144179282099
3825,0.0018268651160895167,0.01053750683857926,-0.0009960337002506755
3826,0.0019149139253546534,0.009488352040377563,-0.0009552744014529731
3827,0.0019948749619210036,0.008521743191453829,-0.0009169852915140481
3828,0.00213989755208133,0.007110155289827355,-0.0008703829397094108
3829,0.0023246264933342985,0.0054137901218932775,-0.00080915652433091
3830,0.0025263177678705594,0.0036240632824649163,-0.0007472122591057305
3831,0.0026934182734386844,0.0020997869927611144,-0.0006985178104064422
3832,0.002824787653110767,0.0008489956240115147,-0.0006624554391946582
3833,0.002956930300486319,-0.0003832636017325491,-0.0006291265517870801
3834,0.0,0.0,0.0
3835,0.0,0.0,0.0
3836,0.0,0.0,0.0
3837,0.0,0.0,0.0
3838,0.0,0.0,0.0
3839,0.0,0.0,0.0
3840,0.0,0.0,0.0
3841,0.0,0.0,0.0
3842,0.0,0.0,0.0
3843,0.0,0.0,0.0
3844,0.0,0.0,0.0
3845,0.0,0.0,0.0
3846,0.0,0.0,0.0
3847,0.0,0.0,0.0
3848,0.0,0.0,0.0
3849,0.0,0.0,0.0
3850,0.0,0.0,0.0
3851,0.0,0.0,0.0
3852,0.0,0.0,0.0
3853,0.0,0.0,0.0
3854,0.0,0.0,0.0
3855,0.0,0.0,0.0
3856,0.0,0.0,0.0
3857,0.0,0.0,0.0
3858,0.0,0.0,0.0
3859,0.0,0.0,0.0
3860,0.0,0.0,0.0
3861,0.0,0.0,0.0
3862,0.0,0.0,0.0
3863,0.0,0.0,0.0
3864,0.0,0.0,0.0
3865,0.0,0.0,0.0
3866,0.0,0.0,0.0
3867,0.0,0.0,0.0
3868,0.0,0.0,0.0
3869,0.0,0.0,0.0
3870,0.0,0.0,0.0
3871,0.0,0.0,0.0
3872,0.0,0.0,0.0
3873,0.0,0.0,0.0
3874,0.0,0.0,0.0
3875,0.0,0.0,0.0
3876,0.0,0.0,0.0
3877,0.0,0.0,0.0
3878,0.0,0.0,0.0
3879,0.0,0.0,0.0
3880,0.0,0.0,0.0
3881,0.0,0.0,0.0
3882,0.0,0.0,0.0
3883,0.0,0.0,0.0
3884,0.0,0.0,0.0
3885,0.0,0.0,0.0
3886,0.0,0.0,0.0
3887,0.0,0.0,0.0
3888,0.0,0.0,0.0
3889,0.0,0.0,0.0
3890,0.0,0.0,0.0
3891,0.0,0.0,0.0
3892,0.0,0.0,0.0
3893,0.0,0.0,0.0
3894,0.0,0.0,0.0
3895,0.0,0.0,0.0
3896,0.0,0.0,0.0
3897,0.0,0.0,0.0
3898,0.0,0.0,0.0
3899,0.0,0.0,0.0
3900,0.0,0.0,0.0
3901,0.0,0.0,0.0
3902,0.0,0.0,0.0
3903,0.0,0.0,0.0
3904,0.0,0.0,0.0
3905,0.0,0.0,0.0
3906,0.0,0.0,0.0
3907,0.0,0.0,0.0
3908,0.0,0.0,0.0
3909,0.0,0.0,0.0
3910,0.0,0.0,0.0
3911,0.0,0.0,0.0
3912,0.0,0.0,0.0
3913,0.0,0.0,0.0
3914,0.0,0.0,0.0
3915,0.0,0.0,0.0
3916,0.0,0.0,0.0
3917,0.0,0.0,0.0
3918,0.0,0.0,0.0
3919,0.0,0.0,0.0
3920,0.0,0.0,0.0
3921,0.0,0.0,0.0
3922,0.0,0.0,0.0
3923,0.0,0.0,0.0
3924,0.0,0.0,0.0
3925,0.0,0.0,0.0
3926,0.0,0.0,0.0
3927,0.0,0.0,0.0
3928,0.0,0.0,0.0
3929,0.0,0.0,0.0
3930,0.0,0.0,0.0
3931,0.0,0.0,0.0
3932,0.0,0.0,0.0
3933,0.0,0.0,0.0
3934,0.0,0.0,0.0
3935,0.0,0.0,0.0
3936,0.3045777092827857,0.0772034971416696,-0.1513516814629738
3937,0.14244001640061524,0.02147151913715508,-0.06979460392943998
3938,0.08283375403715844,0.012533788825763285,-0.04068232016334074
3939,0.05463201490889938,0.00857738848294062,-0.02684971203272716
3940,0.039531491176038276,0.004226069851241084,-0.019232920994504105
3941,0.030113379033578292,0.0030009308405332938,-0.014593117711037405
3942,0.023957077606863962,0.0018022803637611278,-0.011502725411654612
3943,0.019888681688607777,9.931352515965509e-05,-0.009383529388173956
3944,0.01699322236239783,-0.0009573558451527121,-0.007895042548163946
3945,0.014846814389403246,-0.0016706308224354756,-0.006802963908198305
3946,0.013183364461479314,-0.0019554857761001423,-0.005984887103806272
3947,0.011819022718457027,-0.0017150465869117107,-0.005354506704781933
3948,0.010672614945363552,-0.0012326902067141372,-0.004839981928336507
3949,0.009687341457324522,-0.0006238368561510779,-0.004399855742773901
3950,0.008857760661253185,-9.336817732984434e-05,-0.004024875244626128
3951,0.008184688883960577,0.00020137393933708755,-0.003709810091942276
3952,0.007603730863807439,0.0005463193157023729,-0.003448629029423663
3953,0.007105344187402623,0.0008974620565798144,-0.0032313811106178232
3954,0.006661139067852607,0.0013157180107767202,-0.003046635360230817
3955,0.006268870970280863,0.0016893050303408014,-0.0028823018805930706
3956,0.00592631034846904,0.001964954697499863,-0.0027353231652235115
3957,0.0055969678740845075,0.0023619736598107406,-0.0026073972840466595
3958,0.005279844166875237,0.0028635991002507054,-0.0024965789931392724
3959,0.004991696653196426,0.003333276610852022,-0.0023998153313168945
3960,0.004722096926631935,0.003848372217255324,-0.0023189057156048176
3961,0.004462245389270635,0.004449960516145988,-0.002252877830797878
3962,0.0042108468010918845,0.00508881991617266,-0.002195984769334032
3963,0.003976676963133658,0.005667676681971133,-0.0021429973618904883
3964,0.0037513151523131745,0.006220360347158645,-0.002093088570313257
3965,0.0035650376895105538,0.006541130078344103,-0.0020418412738173785
3966,0.0034003374810273363,0.006751749860687979,-0.0019928648531178828
3967,0.0032823240485636263,0.006693261147097375,-0.0019434973245986919
3968,0.003180946142829306,0.006588196287532421,-0.001897346542511878
3969,0.0031053054629631223,0.006379412753288012,-0.0018576277797891748
3970,0.0030462787421179026,0.006100602178830839,-0.0018195741532171256
3971,0.002973939865241374,0.00595420480476949,-0.0017849271193864278
3972,0.00290562691745111,0.0058196872893248736,-0.0017530194237966794
3973,0.002861592610712637,0.00555842745205981,-0.0017228210832050523
3974,0.0028161287557400463,0.005333740616962326,-0.0016930757624922205
3975,0.002785700065447609,0.005044682381416119,-0.0016614044919024398
3976,0.0028045718977422053,0.004457311690154354,-0.0016302149841997647
3977,0.0027927016908165445,0.004084793216809055,-0.0016038719561685016
3978,0.0028058804964626693,0.0035602956563997507,-0.0015742005383684956
3979,0.00285236725420086,0.002815981841916639,-0.0015414679357275904
3980,0.002906830100338926,0.002027668534549387,-0.0015077460204722844
3981,0.002971034526975508,0.0012008814727582366,-0.001473797447130198
3982,0.0030404180227758637,0.00036449263804199663,-0.001440878655742318
3983,0.0030225327965143277,0.00010795131831329838,-0.0014109716372353277
3984,0.0,0.0,0.0
3985,0.0,0.0,0.0
3986,0.0,0.0,0.0
3987,0.0,0.0,0.0
3988,0.0,0.0,0.0
3989,0.0,0.0,0.0
3990,0.0,0.0,0.0
3991,0.0,0.0,0.0
3992,0.0,0.0,0.0
3993,0.0,0.0,0.0
3994,0.0,0.0,0.0
3995,0.0,0.0,0.0
3996,0.0,0.0,0.0
3997,0.0,0.0,0.0
3998,0.0,0.0,0.0
3999,0.0,0.0,0.0
4000,0.0,0.0,0.0
4001,0.0,0.0,0.0
4002,0.0,0.0,0.0
4003,0.0,0.0,0.0
4004,0.0,0.0,0.0
4005,0.0,0.0,0.0
4006,0.0,0.0,0.0
4007,0.0,0.0,0.0
4008,0.0,0.0,0.0
4009,0.0,0.0,0.0
4010,0.0,0.0,0.0
4011,0.0,0.0,0.0
4012,0.0,0.0,0.0
4013,0.0,0.0,0.0
4014,0.0,0.0,0.0
4015,0.0,0.0,0.0
4016,0.0,0.0,0.0
4017,0.0,0.0,0.0
4018,0.0,0.0,0.0
4019,0.0,0.0,0.0
4020,0.0,0.0,0.0
4021,0.0,0.0,0.0
4022,0.0,0.0,0.0
4023,0.0,0.0,0.0
4024,0.0,0.0,0.0
4025,0.0,0.0,0.0
4026,0.0,0.0,0.0
4027,0.0,0.0,0.0
4028,0.0,0.0,0.0
4029,0.0,0.0,0.0
4030,0.0,0.0,0.0
4031,0.0,0.0,0.0
4032,0.0,0.0,0.0
4033,0.0,0.0,0.0
4034,0.0,0.0,0.0
4035,0.0,0.0,0.0
4036,0.0,0.0,0.0
4037,0.0,0.0,0.0
4038,0.0,0.0,0.0
4039,0.0,0.0,0.0
4040,0.0,0.0,0.0
4041,0.0,0.0,0.0
4042,0.0,0.0,0.0
4043,0.0,0.0,0.0
4044,0.0,0.0,0.0
4045,0.0,0.0,0.0
4046,0.0,0.0,0.0
4047,0.0,0.0,0.0
4048,0.0,0.0,0.0
4049,0.0,0.0,0.0
4050,0.0,0.0,0.0
4051,0.0,0.0,0.0
4052,0.0,0.0,0.0
4053,0.0,0.0,0.0
4054,0.0,0.0,0.0
4055,0.0,0.0,0.0
4056,0.0,0.0,0.0
4057,0.0,0.0,0.0
4058,0.0,0.0,0.0
4059,0.0,0.0,0.0
4060,0.0,0.0,0.0
4061,0.0,0.0,0.0
4062,0.0,0.0,0.0
4063,0.0,0.0,0.0
4064,0.0,0.0,0.0
4065,0.0,0.0,0.0
4066,0.0,0.0,0.0
4067,0.0,0.0,0.0
4068,0.0,0.0,0.0
4069,0.0,0.0,0.0
4070,0.0,0.0,0.0
4071,0.0,0.0,0.0
4072,0.0,0.0,0.0
4073,0.0,0.0,0.0
4074,0.0,0.0,0.0
4075,0.0,0.0,0.0
4076,0.0,0.0,0.0
4077,0.0,0.0,0.0
4078,0.0,0.0,0.0
4079,0.0,0.0,0.0
4080,0.0,0.0,0.0
4081,0.0,0.0,0.0
4082,0.0,0.0,0.0
4083,0.0,0.0,0.0
4084,0.0,0.0,0.0
4085,0.2998952404318542,0.09238885904912546,-0.1438230199931362
4086,0.1403366624841531,0.030575051263492012,-0.0660198059371081
4087,0.081618987474247,0.019131948569089285,-0.03830686297703269
4088,0.053958270638276865,0.012533716166550104,-0.02510342992941517
4089,0.0392796338335937,0.005739761232058534,-0.017818541247781886
4090,0.029995873261476666,0.003891816259102705,-0.013400044264699344
4091,0.023901028645583845,0.002536794470973247,-0.01047634395452381
4092,0.019931642942327573,0.00028390744418736096,-0.008466146082293622
4093,0.016984544892601542,-0.00047087248380870556,-0.007059177331222839
4094,0.014726914697767804,-0.0005633421570677435,-0.006023971202369822
4095,0.01299104214465474,-0.0005153851266352194,-0.00524610497554389
4096,0.011574402210302016,-5.0353026643249615e-05,-0.004655357972489107
4097,0.010405137627517158,0.0005926227928802956,-0.004186250452853311
4098,0.00947340109586381,0.0009859518344721048,-0.00379727463975007
4099,0.008722324594964043,0.0011868744477030475,-0.0034732525513838514
4100,0.008108004820208032,0.001293247715905103,-0.0032013724985684626
4101,0.007626327201726389,0.0011309754439678102,-0.0029678750394608196
4102,0.007248660658249706,0.0007346094686728451,-0.002766564469973103
4103,0.006939678212895486,0.00028676418033702386,-0.002596054503901744
4104,0.0066554460839484105,2.0674265436691424e-05,-0.0024564526866859135
4105,0.0063450339678859735,0.0002199058257058853,-0.0023477179683277895
4106,0.005998933050825657,0.0008792637443187467,-0.002259317023692551
4107,0.005630843902060661,0.0018132172207031795,-0.002181109192964126
4108,0.00527428154839666,0.0027824694826305164,-0.0021160862997654396
4109,0.004913722808799914,0.0038807061429213473,-0.0020612519602492873
4110,0.004608629647733986,0.004684035718159092,-0.0020012012090055856
4111,0.004369895690058752,0.005161228678690609,-0.001940865479596043
4112,0.004159041385185029,0.005578496522056168,-0.0018894299559270096
4113,0.0039494946648675954,0.006087705283411425,-0.001846944872163722
4114,0.00371793939495012,0.006816715777766285,-0.0018107491994704037
4115,0.003470492170128574,0.007692228013781232,-0.0017787814624067064
4116,0.003225924343142623,0.008548129395144604,-0.0017479644865854838
4117,0.0030178702762062534,0.009129333086056778,-0.0017115788540910917
4118,0.0028666915309179582,0.009311138891180811,-0.0016660447307786815
4119,0.0027298703774430483,0.009417157110814077,-0.0016176321406935574
4120,0.0026458244592332666,0.009224310696697985,-0.0015696902246038903
4121,0.0025425459440147056,0.009241783807556202,-0.0015335708755910451
4122,0.0025286405035902164,0.008731269075523357,-0.0014975913664176293
4123,0.0025478121331634672,0.00805862435780339,-0.001468810879513944
4124,0.002556861084664825,0.007505876581733861,-0.0014471165068021554
4125,0.002573613727955759,0.006929282747766002,-0.0014241305112539827
4126,0.0025708343396797055,0.0064856525606323615,-0.001399310853081862
4127,0.0026210546230757744,0.0056773787144401375,-0.0013649881322941866
4128,0.002686466015076441,0.00479174853334434,-0.001330613381758204
4129,0.00273265722938369,0.004071906507164039,-0.0013010788373975977
4130,0.0027404996658887595,0.003629500818762332,-0.001269571756682724
4131,0.0,0.0,0.0
4132,0.0,0.0,0.0
4133,0.0,0.0,0.0
4134,0.0,0.0,0.0
4135,0.0,0.0,0.0
4136,0.0,0.0,0.0
4137,0.0,0.0,0.0
4138,0.0,0.0,0.0
4139,0.0,0.0,0.0
4140,0.0,0.0,0.0
4141,0.0,0.0,0.0
4142,0.0,0.0,0.0
4143,0.0,0.0,0.0
4144,0.0,0.0,0.0
4145,0.0,0.0,0.0
4146,0.0,0.0,0.0
4147,0.0,0.0,0.0
4148,0.0,0.0,0.0
4149,0.0,0.0,0.0
4150,0.0,0.0,0.0
4151,0.0,0.0,0.0
4152,0.0,0.0,0.0
4153,0.0,0.0,0.0
4154,0.0,0.0,0.0
4155,0.0,0.0,0.0
4156,0.0,0.0,0.0
4157,0.0,0.0,0.0
4158,0.0,0.0,0.0
4159,0.0,0.0,0.0
4160,0.0,0.0,0.0
4161,0.0,0.0,0.0
4162,0.0,0.0,0.0
4163,0.0,0.0,0.0
4164,0.0,0.0,0.0
4165,0.0,0.0,0.0
4166,0.0,0.0,0.0
4167,0.0,0.0,0.0
4168,0.0,0.0,0.0
4169,0.0,0.0,0.0
4170,0.0,0.0,0.0
4171,0.0,0.0,0.0
4172,0.0,0.0,0.0
4173,0.0,0.0,0.0
4174,0.0,0.0,0.0
4175,0.0,0.0,0.0
4176,0.0,0.0,0.0
4177,0.0,0.0,0.0
4178,0.0,0.0,0.0
4179,0.0,0.0,0.0
4180,0.0,0.0,0.0
4181,0.0,0.0,0.0
4182,0.0,0.0,0.0
4183,0.0,0.0,0.0
4184,0.0,0.0,0.0
4185,0.0,0.0,0.0
4186,0.0,0.0,0.0
4187,0.0,0.0,0.0
4188,0.0,0.0,0.0
4189,0.0,0.0,0.0
4190,0.0,0.0,0.0
4191,0.0,0.0,0.0
4192,0.0,0.0,0.0
4193,0.0,0.0,0.0
4194,0.0,0.0,0.0
4195,0.0,0.0,0.0
4196,0.0,0.0,0.0
4197,0.0,0.0,0.0
4198,0.0,0.0,0.0
4199,0.0,0.0,0.0
4200,0.0,0.0,0.0
4201,0.0,0.0,0.0
4202,0.0,0.0,0.0
